id,legislator_id,address,suite,city,state,zip,latitude,longitude,phone,fax,building,hours
K000385-chicago,K000385,1000 E. 111th St.,,Chicago,IL,60628,41.6944193,-87.6012886,773-321-2001,,,9:00am-5:00pm
K000385-kankakee,K000385,304 S. Indiana Ave.,lower level,Kankakee,IL,60901,41.117146,-87.861261,708-679-0078,,Kankakee City Hall,"Open on the second and fourth Wednesdays of each month, from 9am - 4pm"
K000385-matteson,K000385,600 Holiday Plaza Dr.,Suite 505,Matteson,IL,60443,41.5042785,-87.7382453,708-679-0078,708-679-0216,,9:00am-5:00pm
K000386-auburn,K000386,71 Genesee St.,,Auburn,NY,13021,42.9318995,-76.5664577,315-253-4068,315-253-2435,,
K000386-lyons,K000386,7376 State Route 31,,Lyons,NY,14489,43.072187,-77.03685779999999,315-253-4068,,,Please call to make an appointment
K000386-oswego,K000386,13 W. Oneida St.,2nd Floor,Oswego,NY,13126,43.4554199,-76.511258,315-423-5657,,,Please call to make an appointment
K000386-syracuse,K000386,440 S. Warren St.,"7th Floor, Suite 711",Syracuse,NY,13202,43.04611939999999,-76.15161669999999,315-423-5657,315-423-5604,,
K000388-columbus,K000388,318 N. 7th St.,Suite D,Columbus,MS,39701,33.4985949,-88.42587759999999,662-327-0748,662-328-5982,,
K000388-corinth,K000388,4135 County Road 200,,Corinth,MS,38844,34.9303984,-88.43363889999999,662-687-1525,662-841-8845,,
K000388-eupora,K000388,855 S. Dunn St.,,Eupora,MS,39744,33.5403014,-89.2688098,662-258-7240,662-258-7240,,
K000388-hernando,K000388,2565 Caffey St.,#200,Hernando,MS,38632,34.8226252,-89.9956387,662-449-3090,662-449-4836,,
K000388-tupelo,K000388,431 W. Main St.,,Tupelo,MS,38804,34.2570023,-88.70811259999999,662-841-8808,662-841-8845,,
K000389-santa_clara,K000389,900 Lafayette St.,Suite 206,Santa Clara,CA,95050,37.3494432,-121.9434873,408-436-2720,408-436-2721,,
K000391-schaumburg,K000391,1701 E. Woodfield Rd.,Suite 704,Schaumburg,IL,60173,42.042839,-88.0382131,847-413-1959,,,
K000392-dyersburg,K000392,425 W Court St,,Dyersburg,TN,38024-4616,36.03304,-89.38925,731-412-1037,,,
K000392-jackson,K000392,117 North Liberty Street,,Jackson,TN,38301,35.6149736,-88.81841440000001,731-423-4848,731-427-1537,,
K000392-memphis,K000392,5900 Poplar Ave.,Suite 202,Memphis,TN,38119,35.1034459,-89.8641093,901-682-4422,901-682-8973,,
K000393-alexandria,K000393,6501 Coliseum Blvd,Suite 700A,Alexandria,LA,71303,31.2934776,-92.51565289999999,318-445-2892,,,By appointment only
K000393-baton_rouge,K000393,7932 Wrenwood Blvd,Suite A & B,Baton Rouge,LA,70809,30.4233173,-91.1027159,225-926-8033,,,By appointment only
K000393-houma,K000393,8026 Main St,Suite 700,Houma,LA,70360,29.5979835,-90.7180594,985-851-0956,,Government Towers,By appointment only
K000393-lafayette,K000393,101 La Rue France,Suite 503,Lafayette,LA,70508,30.1948666,-92.014654,337-269-5980,,,By appointment only
K000393-lake_charles,K000393,1 Lakeshore Dr.,Suite 530,Lake Charles,LA,70629,32.5175209,-91.102734,337-436-6255,,,By appointment only
K000393-mandeville,K000393,21490 Koop Dr.,,Mandeville,LA,70471,30.4182357,-90.0470795,985-809-8153,,Building A,By appointment only
K000393-monroe,K000393,1651 Louisville Ave.,Suite 148,Monroe,LA,71201,32.5175209,-92.1087384,318-361-1489,,,By appointment only
K000393-new_orleans,K000393,500 Poydras St.,Suite 364,New Orleans,LA,70113,29.9484696,-90.0711728,504-581-6190,,,By appointment only
K000393-shreveport,K000393,401 Market St.,Suite 1050,Shreveport,LA,71101,32.515033,-93.7502759,318-670-5192,,,By appointment only
K000394-marlton,K000394,535 E Main St,,Marlton,NJ,08053-2301,39.88539,-74.89656,,,,
K000394-toms_river,K000394,33 Washington St,,Toms River,NJ,08753-7642,39.95223,-74.19681,,,,
K000395-selinsgrove,K000395,713 Bridge Street,Room 29,Selinsgrove,PA,17870,40.8116177,-76.8629974,570-374-9469,,,
K000395-tunkhannock,K000395,181 West Tioga Street,Suite 2,Tunkhannock,PA,18658,41.54412,-75.9636732,570-996-6550,,,
K000395-williamsport,K000395,1020 Commerce Park Drive,Suite 1A,Williamsport,PA,17701,41.2472344,-76.9834777,570-322-3961,,,
L000174-burlington,L000174,199 Main St,4th Floor,Burlington,VT,05401,44.47553140000001,-73.21128259999999,802-863-2525,800-642-3193,,
L000174-montpelier,L000174,87 State St.,Room 338,Montpelier,VT,05602,44.260997,-72.5775843,802-229-0569,,,
L000397-san_jose,L000397,635 N. First St.,Suite B,San Jose,CA,95112,37.3475248,-121.8993988,408-271-8700,,,
L000491-yukon,L000491,10952 NW Expressway,Suite B,Yukon,OK,73099,35.5916684,-97.71702800000001,405-373-1958,405-373-2046,,
L000551-alameda,L000551,1550 Oak St.,2nd Floor Staff Room,Alameda,CA,94501,37.7667491,-122.2422766,,,,Every 2nd & 4th Thurs. 3 pm – 5 pm (PST)
L000551-albany,L000551,1249 Marin Ave.,,Albany,CA,94706,37.8879742,-122.2932172,,,Albany Community Center,Every 1st & 3rd Wed 3pm - 5pm
L000551-oakland,L000551,1301 Clay St.,Suite 1000-N,Oakland,CA,94612,37.8052016,-122.2745116,510-763-0370,510-763-6538,,M-F 9am - 5pm
L000551-oakland-1,L000551,1470 Fruitvale Ave.,,Oakland,CA,94601,37.7784791,-122.2250837,,,,Every 1st & 3rd Thurs. 3pm-5pm (PST)
L000551-san_leandro,L000551,300 Estudillo Ave.,,San Leandro,CA,94577,37.7260242,-122.1540198,,,Room C,Every 1st & 3rd Tues. 3 pm – 5 pm (PST)
L000557-hartford,L000557,221 Main St.,2nd Floor,Hartford,CT,06106,41.7584184,-72.6757241,860-278-8888,860-278-2111,,
L000559-warwick,L000559,300 Centerville Rd.,Suite 200 South,Warwick,RI,02886,41.6944274,-71.4705546,401-732-9400,401-737-2982,,Mon-Fri 8AM-5PM
L000560-bellingham,L000560,119 N. Commercial St.,Suite 275,Bellingham,WA,98225,48.7523829,-122.4785173,360-733-4500,360-733-5144,,Monday-Friday 8 a.m. to 5 p.m.
L000560-everett,L000560,2930 Wetmore Ave.,Suite 9F,Everett,WA,98201,47.9781562,-122.2076204,425-252-3188,425-252-6606,Wall Street Building,Monday-Friday 8 a.m. to 5 p.m
L000562-boston,L000562,One Harbor Street,Suite 304,Boston,MA,02210,42.3455095,-71.035511,617-428-2000,617-428-2011,,
L000562-brockton,L000562,37 Belmont Street,"2nd Floor, Suite 3",Brockton,MA,02301,42.080643,-71.023661,508-586-5555,508-580-4692,,
L000562-quincy,L000562,1245 Hancock St.,Suite 41,Quincy,MA,02169,42.2526962,-71.0049509,617-657-6305,617-773-0955,,
L000564-buena_vista,L000564,415 Main St.,,Buena Vista,CO,81211,38.842985,-106.128575,719-520-0055,719-520-0840,,By appointment only
L000564-colorado_springs,L000564,1125 Kelly Johnson Blvd.,Suite 330,Colorado Springs,CO,80920,38.94831500000001,-104.807763,719-520-0055,719-520-0840,,
L000566-bowling_green,L000566,1045 N. Main St.,Suite 6,Bowling Green,OH,43402,41.3891803,-83.65120619999999,419-354-8700,,,
L000566-defiance,L000566,101 Clinton St.,Suite 1200,Defiance,OH,43512,41.2881704,-84.36089869999999,419-782-1996,,,
L000566-findlay,L000566,318 Dorney Plz.,Room 302,Findlay,OH,45840,41.038435,-83.6516735,419-422-7791,,,
L000569-jefferson_city,L000569,2117 Missouri Blvd.,,Jefferson City,MO,65109,38.5813109,-92.20679520000002,573-635-7232,573-635-8347,,
L000569-washington,L000569,516 Jefferson St.,,Washington,MO,63090,38.5560438,-91.0132469,636-239-2276,636-239-0478,,
L000569-wentzville,L000569,113 E. Pearce Blvd.,,Wentzville,MO,63385,38.8122807,-90.85187169999999,636-327-7055,,,
L000570-farmington,L000570,800 Municipal Dr.,,Farmington,NM,87401,36.7378735,-108.2167002,505-324-1005,505-324-1026,,
L000570-gallup,L000570,110 W. Aztec Ave.,,Gallup,NM,87301,35.5265052,-108.7413892,505-863-0582,505-863-0678,,
L000570-las_vegas,L000570,1103 National Ave,Suite 210,Las Vegas,NM,87701-4024,35.59437,-105.22224,505-454-3038,505-454-3265,NMHU Hewett Hall,
L000570-rio_rancho,L000570,3200 Civic Center NE,Suite 330,Rio Rancho,NM,87144,35.3109178,-106.6851151,505-994-0499,505-994-0550,,
L000570-santa_fe,L000570,1611 Calle Lorca,Suite A,Santa Fe,NM,87505,35.6605914,-105.9630964,505-984-8950,505-986-5047,,
L000570-tucumcari,L000570,404 W. Route 66 Blvd.,,Tucumcari,NM,88401,35.1718132,-103.7221881,575-461-3029,575-461-3192,,
L000575-oklahoma_city,L000575,1015 N. Broadway Ave.,Suite 310,Oklahoma City,OK,73102,35.4776534,-97.5145337,405-231-4941,,,
L000575-tulsa,L000575,224 South Boulder,Suite 210,Tulsa,OK,74103,36.1533467,-95.992873,918-581-7651,,,
L000576-joplin,L000576,2727 E. 32nd St.,Suite 2,Joplin,MO,64804,37.0555214,-94.4831701,417-781-1041,417-781-2832,,
L000576-springfield,L000576,3232 E. Ridgeview St.,,Springfield,MO,65804,37.1590571,-93.22940179999999,417-889-1800,417-889-4915,,
L000577-ogden,L000577,324 25th St.,Suite 1410,Ogden,UT,84401,41.2206774,-111.9726125,801-392-9633,801-392-9630,James V. Hansen Federal Building,
L000577-salt_lake_city,L000577,125 S. State,Suite 4225,Salt Lake City,UT,84138,40.7667476,-111.8871382,801-524-5933,801-524-5730,Wallace F. Bennett Federal Building,
L000577-st__george,L000577,285 W. Tabernacle,Suite 200,St. George,UT,84770,37.1079122,-113.5893448,435-628-5514,,,
L000578-auburn,L000578,2399 Rickenbacker Way,,Auburn,CA,95602,38.9527935,-121.0815891,530-878-5035,,,
L000578-chico,L000578,120 Independence Cir,B,Chico,CA,95973-4925,39.77249,-121.87422,530-343-1000,,,
L000578-redding,L000578,2885 Churn Creek Rd.,Suite C,Redding,CA,96002,40.565758,-122.351892,530-223-5898,,,
L000579-garden_grove,L000579,12865 Main St.,Suite 200,Garden Grove,CA,92840,33.775733,-117.941206,714-243-4088,562-437-6434,,M-F 9AM-5PM
L000579-long_beach,L000579,100 W. Broadway,Suite 600,Long Beach,CA,90802,33.7689325,-118.1930229,562-436-3828,562-437-6434,West Tower,M-F 9AM-5PM
L000581-southfield,L000581,26700 Lahser Road,Suite 330,Southfield,MI,48033,42.483811,-83.25988629999999,248-356-2052,248-356-4532,,
L000582-los_angeles,L000582,5055 Wilshire Blvd.,Suite 310,Los Angeles,CA,90036,34.062551,-118.3402319,323-651-1040,,,
L000582-manhattan_beach,L000582,1600 Rosecrans Ave.,4th Floor,Manhattan Beach,CA,90266,33.9015419,-118.383875,310-321-7664,,,by appointment only
L000583-atlanta,L000583,600 Galleria Pkwy.,Suite 120,Atlanta,GA,30339,33.8852658,-84.46130289999999,770-429-1776,678-556-5184,,
L000583-cartersville,L000583,135 W. Cherokee Ave.,Suite 122,Cartersville,GA,30120,34.1658228,-84.7997815,770-429-1776,,,
L000583-woodstock,L000583,9898 Highway 92,Suite 100,Woodstock,GA,30188,34.085747,-84.523949,770-429-1776,770-517-7427,,
L000585-bloomington,L000585,3004 G.E. Rd.,Suite 1B,Bloomington,IL,61704,40.5029607,-88.9230848,309-205-9556,,,Open Tuesdays and Thursdays
L000585-jacksonville,L000585,201 W. Morgan St.,,Jacksonville,IL,62650,39.7336397,-90.22998150000001,217-245-1431,217-243-6852,,
L000585-peoria,L000585,100 NE Monroe St.,Room 100,Peoria,IL,61602,40.6949004,-89.591743,309-671-7027,309-671-7309,,
L000585-springfield,L000585,235 S. Sixth St.,,Springfield,IL,62701,39.79957450000001,-89.648127,217-670-1653,217-670-1806,,
L000586-jacksonville,L000586,1010 N. Davis St.,Suite 206,Jacksonville,FL,32209,30.336823,-81.667581,904-354-1652,904-379-0309,,
L000586-tallahassee,L000586,435 N. Macomb St.,,Tallahassee,FL,32301,30.4463425,-84.28819759999999,850-558-9450,850-577-0633,,
L000588-monaca,L000588,3468 Brodhead Rd,,Monaca,PA,15061-3149,40.65095,-80.3124,724-206-4860,,,
L000588-pittsburgh,L000588,504 Washington Rd,,Pittsburgh,PA,15228-2817,40.38423,-80.04388,412-344-5583,,,
L000589-glendale,L000589,7121 W Bell Rd,#200,Glendale,AZ,85308,33.6373437,-112.2108779,623-776-7911,623-776-7832,,
L000590-las_vegas,L000590,8872 S Eastern Ave,s 210 & 220,Las Vegas,NV,89123-4900,36.02796,-115.11836,702-963-9336,,,
L000591-virginia_beach,L000591,283 Constitution Dr,Suite 900,Virginia Beach,VA,23462-6722,36.84256,-76.13213,757-364-7650,757-687-8298,One Columbus Center,
L000592-warren,L000592,30500 Van Dyke Ave,Suite 306,Warren,MI,48093-2195,42.51766,-83.0287,586-498-7122,,,
L000593-dana_point,L000593,33282 Golden Lantern St,Suite 102,Dana Point,CA,92629-1805,33.48052,-117.69774,949-281-2449,,,
L000593-oceanside,L000593,2204 S El Camino Real,Suite 314,Oceanside,CA,92054-6306,33.18403,-117.32722,760-599-5000,,,
M000087-astoria,M000087,31-19 Newtown Ave.,,Astoria,NY,11102-1391,40.7672194,-73.9223996,718-932-1804,718-932-1805,,Monday 9:30am – 2:00pm; Tuesday – Thursday 9:30am – 5:00pm; Friday 10:00am – 4:00pm
M000087-brooklyn,M000087,619 Lorimer St.,,Brooklyn,NY,11211-2228,40.7155784,-73.94987139999999,718-349-5972,718-349-5973,,Tuesday 9:00am – 5:00pm
M000087-new_york,M000087,1651 3rd Ave.,Suite 311,New York,NY,10128-3679,40.7828262,-73.95068410000002,212-860-0606,212-860-0704,,Monday – Friday 9:00am – 6:00pm
M000133-boston,M000133,15 Sudbury St.,975,Boston,MA,02203,42.3613091,-71.0593927,617-565-8519,617-248-3870,JFK Federal Building,
M000133-fall_river,M000133,222 Milliken Blvd.,Suite 312,Fall River,MA,02721,41.6999176,-71.15872660000001,508-677-0523,,,
M000133-springfield,M000133,1550 Main St.,4th Floor,Springfield,MA,01103,42.10321649999999,-72.5929441,413-785-4610,,,
M000312-leominster,M000312,24 Church St.,Room 27,Leominster,MA,01453,42.5279312,-71.7607974,978-466-3552,978-466-3973,,M-F 9-5:00pm
M000312-northampton,M000312,94 Pleasant St.,,Northampton,MA,01060,42.3185388,-72.6283162,413-341-8700,413-584-1216,,M-F 9-5:00pm
M000312-worcester,M000312,12 E. Worcester St.,Suite 1,Worcester,MA,01604,42.2628409,-71.7903444,508-831-7356,508-754-0982,,M-F 9-5:00pm
M000355-bowling_green,M000355,241 E. Main St.,Room 102,Bowling Green,KY,42101,36.9948956,-86.4430273,270-781-1673,,Federal Building,
M000355-fort_wright,M000355,1885 Dixie Hwy.,Suite 345,Fort Wright,KY,41011,39.0575706,-84.542929,859-578-0188,,,
M000355-lexington,M000355,771 Corporate Dr.,Suite 108,Lexington,KY,40503,38.0134107,-84.5524557,859-224-8286,,,
M000355-london,M000355,300 S. Main St.,Suite 310,London,KY,40741,37.1258183,-84.0809548,606-864-2026,,,
M000355-louisville,M000355,601 W. Broadway,Room 630,Louisville,KY,40202,38.2469833,-85.7624677,502-582-6304,,,
M000355-paducah,M000355,100 Fountain Ave.,Suite 300,Paducah,KY,42001,37.07925609999999,-88.6172508,270-442-4554,,,
M000639-barrington,M000639,208 White Horse Pike,Suite 18,Barrington,NJ,08007,39.8730588,-75.04718439999999,856-757-5353,856-546-1526,,
M000639-newark,M000639,One Gateway Center,Suite 1100,Newark,NJ,07102,40.7344571,-74.1657213,973-645-3030,973-645-0502,,
M000687-baltimore,M000687,1010 Park Avenue,Suite 105,Baltimore,MD,21201,39.3030877,-76.6191032,410-685-9199,,,
M000687-catonsville,M000687,754 Frederick Road,,Catonsville,MD,21228,39.2719068,-76.7336972,410-818-2120,,,
M000687-ellicot,M000687,8267 Main Street,Room 102,Ellicot,MD,21043,,,443-364-5413,,,
M000934-hays,M000934,1200 Main St.,Suite 402,Hays,KS,67601,38.8728651,-99.3296381,785-628-6401,785-628-3791,,
M000934-manhattan,M000934,923 Westport Pl.,Suite 210,Manhattan,KS,66502,39.1928877,-96.6064052,785-539-8973,785-587-0789,,
M000934-olathe,M000934,23600 College Blvd.,Suite 201,Olathe,KS,66061,38.927647,-94.8584293,913-393-0711,913-768-1366,,
M000934-pittsburg,M000934,306 N. Broadway,Suite 125,Pittsburg,KS,66762,37.4105276,-94.7044411,620-232-2286,620-232-2284,,
M000934-wichita,M000934,100 North Broadway,Suite 210,Wichita,KS,67202,37.6865773,-97.3371211,316-269-9259,316-269-9257,,
M001111-everett,M001111,2930 Wetmore Ave.,Suite 9D,Everett,WA,98201,47.9781562,-122.2076204,425-259-6515,425-259-7152,,
M001111-seattle,M001111,915 2nd Ave.,#2988,Seattle,WA,98174,47.6045895,-122.3354608,206-553-5545,206-553-0891,Jackson Federal Building,
M001111-spokane,M001111,10 N. Post St.,Suite 600,Spokane,WA,99201,47.65759629999999,-117.4232771,509-624-9515,509-624-9561,,
M001111-tacoma,M001111,950 Pacific Ave.,Suite 650,Tacoma,WA,98402,47.2535757,-122.4390697,253-572-3636,253-572-9488,,
M001111-vancouver,M001111,1323 Officer's Row,,Vancouver,WA,98661,45.6276649,-122.657351,360-696-7797,360-696-7798,The Marshall House,
M001111-yakima,M001111,402 E. Yakima Ave.,Suite 420,Yakima,WA,98901,46.6030785,-120.5008956,509-453-7462,509-453-7731,,
M001137-arverne,M001137,67-12 Rockaway Beach Blvd.,,Arverne,NY,11692,40.5907811,-73.798273,347-230-4032,347-230-4045,,"Tuesdays 10am-2pm, Wednesday-Friday- 9am-5pm"
M001137-jamaica,M001137,153-01 Jamaica Ave.,2nd floor,Jamaica,NY,11432,40.7030995,-73.80205,718-725-6000,718-725-9868,,9 am – 5:00 pm Mon – Thurs and Fri. 9:00 am – 3:00 pm (close at 3:00 pm for administrative purposes)
M001143-st__paul,M001143,661 LaSalle Street,Suite 110,St. Paul,MN,55114,44.9605297,-93.1943159,651-224-9191,651-224-3056,,8:30 AM - 5:30 PM (Central)
M001153-anchorage,M001153,510 L St.,Suite 600,Anchorage,AK,99501,61.2171561,-149.9043364,907-271-3735,877-857-0322,,
M001153-fairbanks,M001153,250 Cushman Ave.,Suite 2D,Fairbanks,AK,99701,64.8427991,-147.7219443,907-456-0233,907-451-7146,Courthouse Square,
M001153-juneau,M001153,800 Glacier Ave.,Suite 101,Juneau,AK,99801,58.30033239999999,-134.4205554,907-586-7277,907-586-7201,,
M001153-ketchikan,M001153,1900 First Ave.,Suite 225,Ketchikan,AK,99901,55.3492023,-131.6673863,907-225-6880,907-225-0390,,
M001153-soldotna,M001153,44539 Sterling Hwy.,Suite 203,Soldotna,AK,99669,60.4804766,-151.0725394,907-262-4220,907-283-4363,,
M001153-wasilla,M001153,851 E. Westpoint Dr.,Suite 307,Wasilla,AK,99654,61.5826697,-149.4286826,907-376-7665,907-376-8526,,
M001156-black_mountain,M001156,160 Midland Ave.,,Black Mountain,NC,28711,35.619814,-82.3197859,828-669-0600,,,"Mondays & Wednesdays, 12 PM to 5 PM"
M001156-gastonia,M001156,128 W. Main Ave.,Suite 115,Gastonia,NC,28052,35.2641049,-81.1825879,704-833-0096,704-833-0887,Gaston County Administrative Building,
M001156-hickory,M001156,1990 Main Ave. SE,PO Box 1830,Hickory,NC,28603,35.7313122,-81.3022794,828-327-6100,828-327-8311,,
M001157-austin,M001157,9009 Mountain Ridge Dr.,Suite 230,Austin,TX,78759,30.3864963,-97.7528485,512-473-2357,512-473-0514,Austin Building,By appointment only
M001157-brenham,M001157,2000 S. Market St.,Suite 303,Brenham,TX,77833,30.1510408,-96.3912448,979-830-8497,979-830-1984,,Tuesday and Thursday 8-5pm
M001157-katy,M001157,1773 Westborough Dr.,Suite 223,Katy,TX,77449,29.7918796,-95.7318468,281-398-1247,,Katy Commerce Center,By Appointment Only
M001157-tomball,M001157,990 Village Sq.,Suite B,Tomball,TX,77375,30.096319,-95.625406,281-255-8372,281-255-0034,Rosewood Professional Building,M-F 8am-5:00pm
M001159-colville,M001159,555 S. Main St.,,Colville,WA,99114,48.5392665,-117.9052868,509-684-3481,,,
M001159-spokane,M001159,10 North Post Street,Suite 625,Spokane,WA,99201,47.65759629999999,-117.4232771,509-353-2374,,,
M001159-walla_walla,M001159,26 E. Main St.,Suite 2,Walla Walla,WA,99362,46.0668398,-118.3382053,509-529-9358,,,
M001160-milwaukee,M001160,316 N. Milwaukee St.,Suite 406,Milwaukee,WI,53202,43.0344363,-87.90565280000001,414-297-1140,414-297-1086,,
M001163-sacramento,M001163,501 I St.,Suite 12-600,Sacramento,CA,95814,38.583455,-121.4987519,916-498-5600,916-444-6117,Robert T. Matsui U.S. Courthouse,Mon-Fri 8am-5pm
M001165-bakersfield,M001165,4100 Empire Dr.,Suite 150,Bakersfield,CA,93309,35.3750182,-119.0467701,661-327-3611,661-637-0867,,M-F 8:30am - 5:00pm
M001166-antioch,M001166,4703 Lone Tree Way,,Antioch,CA,94531,37.9662464,-121.7741565,925-754-0716,925-754-0728,Antioch Community Center,
M001166-stockton,M001166,2222 Grand Canal Blvd.,#7,Stockton,CA,95207,37.9845267,-121.3334181,209-476-8552,209-476-8587,,
M001169-hartford,M001169,120 Huyshope Ave.,Suite 401,Hartford,CT,06106,41.7559191,-72.6646397,860-549-8463,860-524-5091,Colt Gateway,
M001176-bend,M001176,131 NW. Hawthorne Ave.,Suite 208,Bend,OR,97701,44.0577537,-121.3095974,541-318-1298,,,
M001176-eugene,M001176,405 E. 8th Ave.,Suite 2010,Eugene,OR,97401,44.0516985,-123.0857882,541-465-6750,,,
M001176-medford,M001176,10 S. Bartlett St.,Suite 201,Medford,OR,97501,42.3266304,-122.8712245,541-608-9102,,,
M001176-pendleton,M001176,310 SE. Second St.,Suite 105,Pendleton,OR,97801,45.6721567,-118.7845998,541-278-1129,,,
M001176-portland,M001176,121 SW Salmon St.,Suite 1400,Portland,OR,97204,45.5160884,-122.6748937,503-326-3386,503-326-2900,,
M001176-salem,M001176,161 High St. SE,Suite 250,Salem,OR,97301,44.9389422,-123.0380741,503-362-8102,,,
M001177-roseville,M001177,2200A Douglas Blvd,Suite 240,Roseville,CA,95661,38.74380590000001,-121.2464852,916-786-5560,916-786-6364,,
M001180-morgantown,M001180,709 Beechurst Ave.,Suite 29,Morgantown,WV,26505,39.6414678,-79.962809,304-284-8506,304-284-8505,,M-F: 9:00 a.m. to 5:00 p.m
M001180-parkersburg,M001180,408 Market St.,,Parkersburg,WV,26101,39.2653465,-81.56126309999999,304-422-5972,304-422-5974,,
M001180-wheeling,M001180,1100 Main St.,Suite 101,Wheeling,WV,26003,40.068749,-80.723545,304-232-3801,304-232-3813,Horne Building,Mon- friday 9.00 am to 5.00 pm
M001183-charleston,M001183,900 Pennsylvania Ave.,Suite 629,Charleston,WV,25302,38.3590792,-81.6350089,304-342-5855,304-343-7144,,
M001183-fairmont,M001183,230 Adams St.,,Fairmont,WV,26554,39.4846406,-80.1429364,304-368-0567,304-368-0198,,
M001183-martinsburg,M001183,261 Aikens Ctr.,Suite 305,Martinsburg,WV,25404,39.486004,-77.95891259999999,304-264-4626,304-262-3039,,
M001184-ashland,M001184,1700 Greenup Ave.,Suite 505,Ashland,KY,41101,38.4791287,-82.6379039,606-324-9898,,,Monday-Friday 9:00AM-5:00PM
M001184-crescent_springs,M001184,541 Buttermilk Pike,Suite 208,Crescent Springs,KY,41017,39.0486598,-84.5777416,859-426-0080,859-426-0061,,Monday-Friday 9:00AM-5:00PM
M001184-la_grange,M001184,108 W. Jefferson St.,Suite 100,La Grange,KY,40031,38.4084825,-85.37938489999999,502-265-9119,,,Call for an appointment
M001185-newburgh,M001185,123 Grand St.,2nd Floor,Newburgh,NY,12550,41.5036879,-74.010127,845-561-1259,845-561-2890,,
M001188-flushing,M001188,40-13 159th St.,Suite A,Flushing,NY,11358,40.76260720000001,-73.8062197,718-358-6364,718-445-7868,,
M001188-forest_hills,M001188,118-35 Queens Blvd.,17th Floor,Forest Hills,NY,11375,40.7148445,-73.8310816,718-358-6364,718-445-7868,,By appointment only
M001190-claremore,M001190,223 W Patti Page Blvd,,Claremore,OK,74017-8046,36.30985,-95.61233,918-283-6262,918-923-6451,,"Monday-Friday, 8:00am-5:00pm CT"
M001190-mcalester,M001190,1 E. Choctaw,Suite 175,McAlester,OK,74501,34.9325288,-95.76939100000001,918-423-5951,918-423-1940,,"Monday-Friday, 8:00am-5:00pm CT"
M001190-muskogee,M001190,811 N York St Ste A,,Muskogee,OK,74403-3860,35.75024,-95.34046,918-687-2533,918-686-0128,,"Monday-Friday, 8:00am-5:00pm CT"
M001194-cadillac,M001194,201 N. Mitchell St.,Suite 301,Cadillac,MI,49601,44.2512349,-85.4006138,231-942-5070,231-876-9505,,
M001194-midland,M001194,200 E. Main St.,Suite 230,Midland,MI,48640,43.6125894,-84.2447609,989-631-2552,989-631-6271,,
M001195-charleston,M001195,405 Capitol St.,Suite 514,Charleston,WV,25301,38.3517371,-81.6320052,304-925-5964,,,9AM - 5PM Mon-Fri
M001195-martinsburg,M001195,300 Foxcroft Ave.,Suite 101,Martinsburg,WV,25401,39.4607489,-77.986887,304-264-8810,,,Mon-Fri 9:00am-5:00pm
M001196-salem,M001196,21 Front St.,,Salem,MA,01970,42.5204343,-70.8944236,978-531-1669,978-224-2270,,
M001198-garden_city,M001198,816 Campus Dr.,Suite 500,Garden City,KS,67846,37.9722335,-100.8489985,620-765-7800,,,
M001198-salina,M001198,200 E. Iron Ave.,,Salina,KS,67401,38.8403082,-97.60774119999999,785-829-9000,,,
M001199-north_palm_beach,M001199,420 U.S. Highway One,Suite 19,North Palm Beach,FL,33408,26.8097707,-80.0578969,561-530-7778,,,
M001199-port_st__lucie,M001199,121 SW. Port St. Lucie Blvd.,,Port St. Lucie,FL,34984,27.2741604,-80.3430288,772-336-2877,,,
M001199-riviera_beach,M001199,7305 N Military Trl,1A-366,Riviera Beach,FL,33410-7417,26.78415,-80.10731,561-530-7778,,,Mondays 10 a.m. - 2 p.m.
M001199-stuart,M001199,171 SW Flagler Ave.,,Stuart,FL,34994,27.2006096,-80.2582352,772-403-0900,,,
M001202-orlando,M001202,225 E. Robinson,Suite 525,Orlando,FL,32801,28.546165,-81.3744028,888-205-5421,,,
M001202-sanford,M001202,110 W. First Street,Suite 210,Sanford,FL,32771,28.8121096,-81.26861149999999,888-205-5421,,,
M001203-somerville,M001203,58 E Main St,1st Floor,Somerville,NJ,08876-2312,40.5674,-74.61027,908-547-3307,,,
M001204-palmyra,M001204,1044 E Main St,,Palmyra,PA,17078-9501,40.31559,-76.57823,,,,
M001204-pottsville,M001204,121 Progress Ave,Suite 110,Pottsville,PA,17901-2968,40.68623,-76.19489,570-871-6370,,Losch Plaza,
M001205-beckley,M001205,307 Prince St,,Beckley,WV,25801-4515,37.77843,-81.17965,304-250-6177,,,
M001205-bluefield,M001205,601 Federal St,,Bluefield,WV,24701-3066,37.26693,-81.22171,,,Elizabeth Kee Federal Building,
M001205-huntington,M001205,845 5th Ave,,Huntington,WV,25701-2014,38.41913,-82.44445,304-522-2201,,Sidney L. Christie FB,
M001206-rochester,M001206,100 State St.,Room 3120,Rochester,NY,14614,43.1576631,-77.613515,585-232-4850,585-232-1954,Federal Building,
M001208-atlanta,M001208,5775 Glenridge Dr.,,Atlanta,GA,30328-5380,33.91263,-84.35953,470-773-6330,,"Building B, Suite 380",
M001210-greenville,M001210,1105 Corporate Drive,Suite C,Greenville,NC,27858,35.5806764,-77.35680359999999,252-931-1003,,,
M001210-jacksonville,M001210,234 Northwest Corridor Blvd.,,Jacksonville,NC,28540,34.7798159,-77.48408909999999,910-937-6929,,,
